id,date,ticker,senti_label,difference,emo_ambiguous,emo_amusement,emo_anger,emo_anxiety,emo_belief,emo_confusion,emo_depression,emo_disgust,emo_excitement,emo_optimism,emo_panic,emo_surprise
100070,2020-01-08,AAPL,False,-1.5074996948242188,False,False,False,False,False,False,False,False,False,True,False,False
100073,2020-01-08,AAPL,False,-1.5074996948242188,False,False,False,False,False,False,False,True,False,False,False,False
100077,2020-01-08,AAPL,True,-1.5074996948242188,False,False,False,False,False,False,False,False,True,False,False,False
100058,2020-01-08,AAPL,False,-1.5074996948242188,True,False,False,False,False,False,False,False,False,False,False,False
100088,2020-01-09,AAPL,True,-0.597503662109375,False,True,False,False,False,False,False,False,False,False,False,False
100091,2020-01-09,AAPL,True,-0.597503662109375,False,False,False,False,False,False,False,False,False,True,False,False
100099,2020-01-09,AAPL,True,-0.597503662109375,False,False,False,False,True,False,False,False,False,False,False,False
100103,2020-01-09,AAPL,True,-0.597503662109375,False,False,False,False,True,False,False,False,False,False,False,False
109011,2020-01-10,AAPL,True,0.0675048828125,False,False,False,True,False,False,False,False,False,False,False,False
100128,2020-01-10,AAPL,True,0.0675048828125,False,False,False,False,False,False,False,False,False,True,False,False
100121,2020-01-10,AAPL,True,0.0675048828125,False,False,False,True,False,False,False,False,False,False,False,False
100112,2020-01-10,AAPL,True,0.0675048828125,True,False,False,False,False,False,False,False,False,False,False,False
100133,2020-01-13,AAPL,True,-1.3299942016601562,False,True,False,False,False,False,False,False,False,False,False,False
100132,2020-01-13,AAPL,True,-1.3299942016601562,False,False,False,False,False,False,False,False,True,False,False,False
108016,2020-01-13,AAPL,True,-1.3299942016601562,False,False,False,True,False,False,False,False,False,False,False,False
100135,2020-01-13,AAPL,True,-1.3299942016601562,False,False,False,False,False,False,False,False,True,False,False,False
100147,2020-01-14,AAPL,True,1.0050048828125,False,False,False,False,False,False,False,False,False,False,False,True
109014,2020-01-14,AAPL,True,1.0050048828125,False,False,False,False,False,False,False,False,False,True,False,False
100168,2020-01-14,AAPL,False,1.0050048828125,True,False,False,False,False,False,False,False,False,False,False,False
100154,2020-01-14,AAPL,True,1.0050048828125,True,False,False,False,False,False,False,False,False,False,False,False
100169,2020-01-15,AAPL,False,0.12750244140625,False,False,False,False,False,False,False,False,False,True,False,False
100173,2020-01-15,AAPL,False,0.12750244140625,False,True,False,False,False,False,False,False,False,False,False,False
100186,2020-01-15,AAPL,False,0.12750244140625,False,True,False,False,False,False,False,False,False,False,False,False
109016,2020-01-15,AAPL,False,0.12750244140625,False,True,False,False,False,False,False,False,False,False,False,False
109015,2020-01-15,AAPL,False,0.12750244140625,False,False,False,False,False,True,False,False,False,False,False,False
100171,2020-01-15,AAPL,False,0.12750244140625,True,False,False,False,False,False,False,False,False,False,False,False
100170,2020-01-15,AAPL,False,0.12750244140625,False,False,False,False,False,False,False,False,False,True,False,False
100205,2020-01-16,AAPL,False,-0.4124984741210937,False,False,False,False,False,False,False,False,False,False,True,False
100207,2020-01-16,AAPL,False,-0.4124984741210937,False,False,False,True,False,False,False,False,False,False,False,False
100225,2020-01-17,AAPL,True,-0.6150054931640625,False,False,False,False,False,False,False,True,False,False,False,False
100216,2020-01-17,AAPL,True,-0.6150054931640625,False,False,False,True,False,False,False,False,False,False,False,False
100231,2020-01-17,AAPL,True,-0.6150054931640625,False,False,False,True,False,False,False,False,False,False,False,False
100240,2020-01-21,AAPL,False,0.154998779296875,False,False,False,False,False,False,False,True,False,False,False,False
100284,2020-01-23,AAPL,True,-0.3274993896484375,False,False,False,False,False,True,False,False,False,False,False,False
100281,2020-01-23,AAPL,True,-0.3274993896484375,False,False,False,False,False,False,False,False,False,True,False,False
100289,2020-01-23,AAPL,True,-0.3274993896484375,False,False,False,True,False,False,False,False,False,False,False,False
100307,2020-01-24,AAPL,False,0.4850006103515625,False,False,False,False,False,False,True,False,False,False,False,False
100318,2020-01-27,AAPL,False,0.277496337890625,False,False,False,False,False,False,False,False,False,True,False,False
100316,2020-01-27,AAPL,False,0.277496337890625,True,False,False,False,False,False,False,False,False,False,False,False
100315,2020-01-27,AAPL,False,0.277496337890625,False,False,False,False,False,False,False,False,False,True,False,False
109031,2020-01-27,AAPL,False,0.277496337890625,False,False,False,False,False,False,False,False,False,True,False,False
100317,2020-01-27,AAPL,False,0.277496337890625,False,False,False,True,False,False,False,False,False,False,False,False
100328,2020-01-28,AAPL,False,-1.2724990844726562,False,False,True,False,False,False,False,False,False,False,False,False
100323,2020-01-28,AAPL,False,-1.2724990844726562,False,False,False,False,False,False,False,True,False,False,False,False
100340,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,False,False,False,False,True,False,False
100337,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,False,False,False,True,False,False,False
109033,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,False,False,False,True,False,False,False
100338,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,True,False,False,False,False,False,False
100339,2020-01-28,AAPL,True,-1.2724990844726562,True,False,False,False,False,False,False,False,False,False,False,False
109034,2020-01-28,AAPL,True,-1.2724990844726562,False,True,False,False,False,False,False,False,False,False,False,False
100333,2020-01-28,AAPL,False,-1.2724990844726562,False,False,False,True,False,False,False,False,False,False,False,False
100343,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,True,False,False,False,False,False,False
108039,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,True,False,False,False,False,False,False,False
108040,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,True,False,False,False,False,False,False,False,False
100336,2020-01-28,AAPL,True,-1.2724990844726562,False,False,False,False,False,False,False,False,True,False,False,False
100366,2020-01-29,AAPL,True,0.0275039672851562,False,False,False,False,False,False,False,False,False,True,False,False
100361,2020-01-29,AAPL,True,0.0275039672851562,False,True,False,False,False,False,False,False,False,False,False,False
100360,2020-01-29,AAPL,True,0.0275039672851562,False,False,False,False,False,False,False,False,False,True,False,False
100345,2020-01-29,AAPL,True,0.0275039672851562,False,False,False,False,False,False,False,False,False,True,False,False
100349,2020-01-29,AAPL,True,0.0275039672851562,False,False,False,False,True,False,False,False,False,False,False,False
109039,2020-01-29,AAPL,True,0.0275039672851562,True,False,False,False,False,False,False,False,False,False,False,False
109036,2020-01-29,AAPL,True,0.0275039672851562,False,False,False,False,False,True,False,False,False,False,False,False
109048,2020-01-30,AAPL,False,-0.8324966430664062,False,False,False,False,False,False,True,False,False,False,False,False
100405,2020-01-30,AAPL,True,-0.8324966430664062,False,False,False,False,False,False,False,True,False,False,False,False
100441,2020-01-31,AAPL,False,2.8549957275390625,False,False,False,True,False,False,False,False,False,False,False,False
108053,2020-01-31,AAPL,False,2.8549957275390625,True,False,False,False,False,False,False,False,False,False,False,False
109057,2020-01-31,AAPL,False,2.8549957275390625,False,False,False,False,False,False,False,False,False,True,False,False
109052,2020-01-31,AAPL,False,2.8549957275390625,True,False,False,False,False,False,False,False,False,False,False,False
100445,2020-01-31,AAPL,False,2.8549957275390625,False,False,True,False,False,False,False,False,False,False,False,False
100451,2020-01-31,AAPL,False,2.8549957275390625,False,False,False,False,False,False,False,False,False,False,True,False
100458,2020-02-03,AAPL,False,-1.0900039672851562,False,False,False,False,False,False,False,True,False,False,False,False
100459,2020-02-03,AAPL,False,-1.0900039672851562,True,False,False,False,False,False,False,False,False,False,False,False
100460,2020-02-03,AAPL,False,-1.0900039672851562,False,False,False,False,False,False,False,True,False,False,False,False
100508,2020-02-04,AAPL,False,-0.8850021362304688,True,False,False,False,False,False,False,False,False,False,False,False
100559,2020-02-05,AAPL,True,0.5174942016601562,False,False,False,False,False,False,False,False,True,False,False,False
100564,2020-02-05,AAPL,True,0.5174942016601562,False,True,False,False,False,False,False,False,False,False,False,False
100621,2020-02-06,AAPL,True,-0.6599960327148438,False,False,False,False,False,False,False,False,True,False,False,False
100636,2020-02-06,AAPL,True,-0.6599960327148438,False,True,False,False,False,False,False,False,False,False,False,False
100657,2020-02-07,AAPL,False,0.5849990844726562,False,False,False,False,False,False,False,True,False,False,False,False
100662,2020-02-07,AAPL,False,0.5849990844726562,False,False,False,False,False,False,False,False,False,False,True,False
100665,2020-02-07,AAPL,False,0.5849990844726562,False,False,True,False,False,False,False,False,False,False,False,False
100672,2020-02-10,AAPL,True,-1.842498779296875,False,False,False,False,False,False,False,False,False,True,False,False
109082,2020-02-10,AAPL,True,-1.842498779296875,False,False,False,False,False,False,False,False,False,True,False,False
109083,2020-02-10,AAPL,True,-1.842498779296875,False,False,False,False,False,False,False,True,False,False,False,False
100690,2020-02-11,AAPL,False,0.9975051879882812,False,False,False,False,False,False,False,True,False,False,False,False
100706,2020-02-12,AAPL,False,-1.4325027465820312,False,False,False,True,False,False,False,False,False,False,False,False
100707,2020-02-12,AAPL,False,-1.4325027465820312,False,False,False,False,False,False,False,False,False,True,False,False
100714,2020-02-12,AAPL,True,-1.4325027465820312,True,False,False,False,False,False,False,False,False,False,False,False
100768,2020-02-14,AAPL,False,-0.0525054931640625,False,False,False,False,False,True,False,False,False,False,False,False
100770,2020-02-14,AAPL,False,-0.0525054931640625,True,False,False,False,False,False,False,False,False,False,False,False
100791,2020-02-18,AAPL,False,-0.910003662109375,False,True,False,False,False,False,False,False,False,False,False,False
100789,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,True,False,False,False,False,False,False,False,False
100788,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,False,False,False,False,True,False,False,False,False
100786,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,True,False,False,False,False,False,False,False,False
100787,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,False,False,False,False,False,False,False,True,False
100790,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,False,False,False,False,False,False,False,True,False
108095,2020-02-18,AAPL,False,-0.910003662109375,False,False,False,True,False,False,False,False,False,False,False,False
100798,2020-02-19,AAPL,False,-0.904998779296875,False,False,False,True,False,False,False,False,False,False,False,False
100820,2020-02-19,AAPL,True,-0.904998779296875,False,False,False,False,False,False,False,False,True,False,False,False
100815,2020-02-19,AAPL,True,-0.904998779296875,False,False,False,False,False,True,False,False,False,False,False,False
100836,2020-02-20,AAPL,False,0.5825042724609375,False,False,False,False,False,False,False,True,False,False,False,False
100832,2020-02-20,AAPL,True,0.5825042724609375,False,False,False,False,False,False,False,False,False,True,False,False
109105,2020-02-20,AAPL,False,0.5825042724609375,False,False,False,False,False,False,False,False,True,False,False,False
100845,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,True,False,False,False,False,False,False,False,False
100848,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,False,False,False,False,False,False,True,False,False
100852,2020-02-21,AAPL,False,1.3925018310546875,True,False,False,False,False,False,False,False,False,False,False,False
100857,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,True,False,False,False,False,False,False,False,False
100858,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,True,False,False,False,False,False,False,False,False
100860,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,True,False,False,False,False,False,False,False,False
100839,2020-02-21,AAPL,False,1.3925018310546875,False,False,False,True,False,False,False,False,False,False,False,False
100877,2020-02-24,AAPL,False,-0.2299957275390625,False,False,False,False,False,False,False,False,True,False,False,False
100865,2020-02-24,AAPL,False,-0.2299957275390625,True,False,False,False,False,False,False,False,False,False,False,False
100866,2020-02-24,AAPL,False,-0.2299957275390625,False,False,False,False,False,False,False,False,False,False,True,False
108103,2020-02-24,AAPL,False,-0.2299957275390625,False,False,False,False,False,False,False,False,False,True,False,False
108102,2020-02-24,AAPL,False,-0.2299957275390625,False,False,False,False,False,False,False,False,False,True,False,False
100867,2020-02-24,AAPL,False,-0.2299957275390625,False,False,False,True,False,False,False,False,False,False,False,False
100881,2020-02-25,AAPL,False,3.2175064086914062,False,False,False,False,False,False,False,False,True,False,False,False
100883,2020-02-25,AAPL,False,3.2175064086914062,False,False,True,False,False,False,False,False,False,False,False,False
100890,2020-02-25,AAPL,False,3.2175064086914062,False,False,False,False,False,False,False,True,False,False,False,False
100906,2020-02-25,AAPL,False,3.2175064086914062,False,False,False,False,False,False,False,False,True,False,False,False
100909,2020-02-25,AAPL,False,3.2175064086914062,False,False,False,False,False,False,False,True,False,False,False,False
109116,2020-02-25,AAPL,False,3.2175064086914062,False,False,False,False,False,False,False,False,False,True,False,False
100953,2020-02-26,AAPL,False,-1.529998779296875,False,False,False,True,False,False,False,False,False,False,False,False
100946,2020-02-26,AAPL,False,-1.529998779296875,False,False,False,False,False,False,False,True,False,False,False,False
100936,2020-02-26,AAPL,False,-1.529998779296875,False,False,True,False,False,False,False,False,False,False,False,False
100917,2020-02-26,AAPL,False,-1.529998779296875,False,False,False,True,False,False,False,False,False,False,False,False
100951,2020-02-26,AAPL,False,-1.529998779296875,False,False,False,False,False,True,False,False,False,False,False,False
100943,2020-02-26,AAPL,False,-1.529998779296875,False,False,False,True,False,False,False,False,False,False,False,False
100972,2020-02-27,AAPL,True,1.8950042724609375,False,False,False,False,False,False,False,False,False,True,False,False
101056,2020-02-28,AAPL,False,-4.024993896484375,False,False,False,True,False,False,False,False,False,False,False,False
101054,2020-02-28,AAPL,False,-4.024993896484375,False,True,False,False,False,False,False,False,False,False,False,False
101053,2020-02-28,AAPL,False,-4.024993896484375,False,False,False,False,False,False,True,False,False,False,False,False
101032,2020-02-28,AAPL,False,-4.024993896484375,False,False,False,False,False,False,False,True,False,False,False,False
101017,2020-02-28,AAPL,False,-4.024993896484375,False,False,True,False,False,False,False,False,False,False,False,False
101013,2020-02-28,AAPL,False,-4.024993896484375,False,False,False,False,False,False,False,False,False,False,True,False
101031,2020-02-28,AAPL,False,-4.024993896484375,False,False,False,False,False,False,False,False,True,False,False,False
101072,2020-03-02,AAPL,True,-4.132499694824219,False,True,False,False,False,False,False,False,False,False,False,False
101070,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
101073,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
101083,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
101078,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101077,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101069,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
101075,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
101068,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101067,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,True,False,False,False,False,False,False,False
101066,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101074,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
101076,2020-03-02,AAPL,True,-4.132499694824219,False,True,False,False,False,False,False,False,False,False,False,False
101071,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,False,False,True
101106,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,True,False,False,False,False,False,False,False
101097,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
109140,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
109141,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,True,False,False,False
109142,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
109145,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101090,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
108125,2020-03-02,AAPL,True,-4.132499694824219,False,True,False,False,False,False,False,False,False,False,False,False
108119,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
108118,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,True,False,False,False,False
101089,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,False,False,True
101084,2020-03-02,AAPL,True,-4.132499694824219,False,False,False,False,False,False,False,False,False,True,False,False
101098,2020-03-02,AAPL,True,-4.132499694824219,True,False,False,False,False,False,False,False,False,False,False,False
101160,2020-03-03,AAPL,False,3.5875015258789062,False,False,False,True,False,False,False,False,False,False,False,False
101128,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,False,False,False,False,False,False,False,False,True
109147,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,False,False,False,False,False,False,True,False,False
101126,2020-03-03,AAPL,True,3.5875015258789062,False,True,False,False,False,False,False,False,False,False,False,False
101124,2020-03-03,AAPL,True,3.5875015258789062,True,False,False,False,False,False,False,False,False,False,False,False
101156,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,False,False,True,False,False,False,False,False,False
101151,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,True,False,False,False,False,False,False,False,False
101140,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,True,False,False,False,False,False,False,False,False
108132,2020-03-03,AAPL,True,3.5875015258789062,True,False,False,False,False,False,False,False,False,False,False,False
108127,2020-03-03,AAPL,True,3.5875015258789062,True,False,False,False,False,False,False,False,False,False,False,False
101145,2020-03-03,AAPL,True,3.5875015258789062,True,False,False,False,False,False,False,False,False,False,False,False
101147,2020-03-03,AAPL,True,3.5875015258789062,False,False,False,True,False,False,False,False,False,False,False,False
101191,2020-03-04,AAPL,False,-1.5749969482421875,False,False,False,False,False,True,False,False,False,False,False,False
101203,2020-03-04,AAPL,True,-1.5749969482421875,False,False,True,False,False,False,False,False,False,False,False,False
108139,2020-03-04,AAPL,False,-1.5749969482421875,False,False,False,False,False,False,False,True,False,False,False,False
101212,2020-03-04,AAPL,True,-1.5749969482421875,False,False,False,False,False,False,False,False,True,False,False,False
101205,2020-03-04,AAPL,True,-1.5749969482421875,False,False,False,False,False,False,False,False,False,True,False,False
101202,2020-03-04,AAPL,True,-1.5749969482421875,False,False,False,False,False,False,False,False,False,False,False,True
101195,2020-03-04,AAPL,False,-1.5749969482421875,False,False,False,True,False,False,False,False,False,False,False,False
101201,2020-03-04,AAPL,True,-1.5749969482421875,False,True,False,False,False,False,False,False,False,False,False,False
108145,2020-03-05,AAPL,True,0.649993896484375,False,False,False,False,False,False,False,False,False,True,False,False
101248,2020-03-05,AAPL,False,0.649993896484375,False,False,False,True,False,False,False,False,False,False,False,False
101250,2020-03-05,AAPL,False,0.649993896484375,False,False,False,True,False,False,False,False,False,False,False,False
101242,2020-03-05,AAPL,True,0.649993896484375,False,True,False,False,False,False,False,False,False,False,False,False
101229,2020-03-05,AAPL,True,0.649993896484375,False,True,False,False,False,False,False,False,False,False,False,False
101231,2020-03-05,AAPL,True,0.649993896484375,False,False,False,False,False,False,False,False,False,False,False,True
101217,2020-03-05,AAPL,True,0.649993896484375,False,False,False,False,False,False,False,False,False,True,False,False
101215,2020-03-05,AAPL,True,0.649993896484375,False,False,False,False,True,False,False,False,False,False,False,False
101222,2020-03-05,AAPL,True,0.649993896484375,False,False,False,False,False,True,False,False,False,False,False,False
108154,2020-03-06,AAPL,False,-1.7574996948242188,False,False,False,True,False,False,False,False,False,False,False,False
101281,2020-03-06,AAPL,False,-1.7574996948242188,False,False,True,False,False,False,False,False,False,False,False,False
101277,2020-03-06,AAPL,False,-1.7574996948242188,False,False,False,False,False,True,False,False,False,False,False,False
101269,2020-03-06,AAPL,False,-1.7574996948242188,True,False,False,False,False,False,False,False,False,False,False,False
101261,2020-03-06,AAPL,False,-1.7574996948242188,True,False,False,False,False,False,False,False,False,False,False,False
101257,2020-03-06,AAPL,False,-1.7574996948242188,False,False,False,True,False,False,False,False,False,False,False,False
101263,2020-03-06,AAPL,False,-1.7574996948242188,False,False,False,True,False,False,False,False,False,False,False,False
101301,2020-03-09,AAPL,False,-0.6050033569335938,True,False,False,False,False,False,False,False,False,False,False,False
101298,2020-03-09,AAPL,False,-0.6050033569335938,True,False,False,False,False,False,False,False,False,False,False,False
101299,2020-03-09,AAPL,False,-0.6050033569335938,False,True,False,False,False,False,False,False,False,False,False,False
101300,2020-03-09,AAPL,False,-0.6050033569335938,False,False,False,True,False,False,False,False,False,False,False,False
109171,2020-03-09,AAPL,False,-0.6050033569335938,False,False,False,True,False,False,False,False,False,False,False,False
101302,2020-03-09,AAPL,False,-0.6050033569335938,True,False,False,False,False,False,False,False,False,False,False,False
108155,2020-03-09,AAPL,False,-0.6050033569335938,False,True,False,False,False,False,False,False,False,False,False,False
109173,2020-03-10,AAPL,False,-2.0499954223632812,False,False,False,False,False,False,False,False,False,True,False,False
108157,2020-03-10,AAPL,False,-2.0499954223632812,False,False,False,False,False,True,False,False,False,False,False,False
101318,2020-03-10,AAPL,False,-2.0499954223632812,True,False,False,False,False,False,False,False,False,False,False,False
101317,2020-03-10,AAPL,False,-2.0499954223632812,False,False,False,True,False,False,False,False,False,False,False,False
108162,2020-03-10,AAPL,False,-2.0499954223632812,False,False,False,True,False,False,False,False,False,False,False,False
101332,2020-03-10,AAPL,True,-2.0499954223632812,False,False,False,False,True,False,False,False,False,False,False,False
101331,2020-03-10,AAPL,True,-2.0499954223632812,False,False,False,False,False,False,False,False,True,False,False,False
101357,2020-03-11,AAPL,True,0.4900054931640625,False,False,False,False,False,False,False,False,True,False,False,False
101366,2020-03-11,AAPL,True,0.4900054931640625,False,False,False,False,False,True,False,False,False,False,False,False
101382,2020-03-11,AAPL,False,0.4900054931640625,False,False,False,False,False,False,True,False,False,False,False,False
101385,2020-03-11,AAPL,False,0.4900054931640625,False,False,False,False,False,False,False,False,False,True,False,False
109174,2020-03-11,AAPL,True,0.4900054931640625,False,True,False,False,False,False,False,False,False,False,False,False
101431,2020-03-12,AAPL,False,1.9275016784667969,False,False,False,True,False,False,False,False,False,False,False,False
101409,2020-03-12,AAPL,False,1.9275016784667969,False,False,False,False,False,False,False,False,False,False,True,False
101387,2020-03-12,AAPL,False,1.9275016784667969,False,False,False,False,False,False,False,False,False,True,False,False
101390,2020-03-12,AAPL,False,1.9275016784667969,False,True,False,False,False,False,False,False,False,False,False,False
101395,2020-03-12,AAPL,False,1.9275016784667969,True,False,False,False,False,False,False,False,False,False,False,False
101415,2020-03-12,AAPL,False,1.9275016784667969,False,False,False,False,False,True,False,False,False,False,False,False
101425,2020-03-12,AAPL,False,1.9275016784667969,False,False,False,False,False,False,True,False,False,False,False,False
101446,2020-03-13,AAPL,False,-3.2699966430664062,True,False,False,False,False,False,False,False,False,False,False,False
109186,2020-03-13,AAPL,False,-3.2699966430664062,False,False,True,False,False,False,False,False,False,False,False,False
101448,2020-03-13,AAPL,False,-3.2699966430664062,False,False,False,False,False,True,False,False,False,False,False,False
101465,2020-03-13,AAPL,False,-3.2699966430664062,False,False,False,True,False,False,False,False,False,False,False,False
101506,2020-03-13,AAPL,True,-3.2699966430664062,False,True,False,False,False,False,False,False,False,False,False,False
101488,2020-03-13,AAPL,False,-3.2699966430664062,False,False,False,True,False,False,False,False,False,False,False,False
101485,2020-03-13,AAPL,False,-3.2699966430664062,False,False,False,False,False,False,True,False,False,False,False,False
101527,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,True,False,False,False,False,False,False,False,False
101519,2020-03-16,AAPL,False,-0.06500244140625,False,False,True,False,False,False,False,False,False,False,False,False
101520,2020-03-16,AAPL,False,-0.06500244140625,True,False,False,False,False,False,False,False,False,False,False,False
101521,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,False,False,False,False,False,False,True,False
101522,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,True,False,False,False,False,False,False,False,False
101523,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,False,False,False,False,False,False,False,True
108187,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,False,False,False,False,False,False,True,False
108186,2020-03-16,AAPL,False,-0.06500244140625,True,False,False,False,False,False,False,False,False,False,False,False
108184,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,True,False,False,False,False,False,False,False
101526,2020-03-16,AAPL,False,-0.06500244140625,True,False,False,False,False,False,False,False,False,False,False,False
101524,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,False,False,False,True,False,False,False,False
101525,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,True,False,False,False,False,False,False,False,False
101533,2020-03-16,AAPL,False,-0.06500244140625,False,False,False,False,False,False,False,False,False,False,True,False
101528,2020-03-16,AAPL,False,-0.06500244140625,True,False,False,False,False,False,False,False,False,False,False,False
101600,2020-03-17,AAPL,True,-1.3375015258789134,False,False,False,False,False,False,False,False,False,True,False,False
101596,2020-03-17,AAPL,True,-1.3375015258789134,False,True,False,False,False,False,False,False,False,False,False,False
101595,2020-03-17,AAPL,True,-1.3375015258789134,False,False,False,False,False,False,False,False,False,False,False,True
101586,2020-03-17,AAPL,False,-1.3375015258789134,False,False,False,False,False,False,False,True,False,False,False,False
108194,2020-03-17,AAPL,False,-1.3375015258789134,False,False,False,False,False,False,False,False,False,True,False,False
101582,2020-03-17,AAPL,False,-1.3375015258789134,False,False,True,False,False,False,False,False,False,False,False,False
101572,2020-03-17,AAPL,False,-1.3375015258789134,False,False,True,False,False,False,False,False,False,False,False,False
