,Unnamed: 0.1,Unnamed: 0,id,date,ticker,emo_label,senti_label,difference
68,68,6293,108144,2020-03-05,MSFT,confusion,True,-0.220001220703125
69,69,6294,101309,2020-03-09,MSFT,depression,False,0.3800048828125
70,70,6295,101314,2020-03-10,MSFT,anxiety,False,-2.7599945068359375
71,71,6296,101361,2020-03-11,MSFT,belief,True,3.5
72,72,6297,101375,2020-03-11,MSFT,excitement,True,3.5
73,73,6298,101501,2020-03-13,MSFT,optimism,True,-11.330001831054688
74,74,6299,101504,2020-03-13,MSFT,anxiety,True,-11.330001831054688
75,75,6300,101532,2020-03-16,MSFT,optimism,False,4.5800018310546875
76,76,6301,101574,2020-03-17,MSFT,belief,False,-6.57000732421875
77,77,6302,101566,2020-03-17,MSFT,anxiety,False,-6.57000732421875
78,78,6303,108195,2020-03-17,MSFT,belief,True,-6.57000732421875
79,79,6304,101644,2020-03-18,MSFT,amusement,True,-2.399993896484375
80,80,6305,101699,2020-03-19,MSFT,anger,False,0.05999755859375
81,81,6306,101710,2020-03-19,MSFT,confusion,False,0.05999755859375
82,82,6307,101742,2020-03-19,MSFT,excitement,True,0.05999755859375
83,83,6308,108214,2020-03-20,MSFT,excitement,True,8.649993896484375
84,84,6309,109217,2020-03-24,MSFT,panic,False,-4.589996337890625
85,85,6310,108240,2020-03-25,MSFT,belief,True,1.9900054931640625
86,86,6311,102018,2020-03-26,MSFT,optimism,False,-7.7100067138671875
87,87,6312,102042,2020-03-27,MSFT,ambiguous,True,2.0500030517578125
88,88,6313,102087,2020-03-28,MSFT,anxiety,False,
89,89,6314,102109,2020-03-31,MSFT,surprise,True,1.6899871826171875
90,90,6315,109254,2020-03-31,MSFT,excitement,True,1.6899871826171875
91,91,6316,102123,2020-03-31,MSFT,confusion,True,1.6899871826171875
92,92,6317,102158,2020-04-01,MSFT,belief,False,0.8899993896484375
93,93,6318,102172,2020-04-01,MSFT,ambiguous,False,0.8899993896484375
94,94,6319,102184,2020-04-02,MSFT,anxiety,False,-3.399993896484375
95,95,6320,102213,2020-04-02,MSFT,anxiety,True,-3.399993896484375
96,96,6321,102248,2020-04-04,MSFT,depression,False,
97,97,6322,102290,2020-04-09,MSFT,excitement,True,1.220001220703125
98,98,6323,109286,2020-04-09,MSFT,belief,True,1.220001220703125
99,99,6324,102320,2020-04-14,MSFT,anxiety,True,-4.6999969482421875
100,100,6325,102387,2020-04-16,MSFT,belief,True,-2.739990234375
101,101,6326,109302,2020-04-17,MSFT,optimism,True,0.899993896484375
102,102,6327,102418,2020-04-21,MSFT,anxiety,False,5.67999267578125
103,103,6328,102429,2020-04-21,MSFT,ambiguous,False,5.67999267578125
104,104,6329,102433,2020-04-21,MSFT,confusion,False,5.67999267578125
105,105,6330,102506,2020-04-27,MSFT,anxiety,False,2.5399932861328125
106,106,6331,102511,2020-04-28,MSFT,panic,False,5.779998779296875
107,107,6332,102520,2020-04-28,MSFT,anxiety,False,5.779998779296875
108,108,6333,102521,2020-04-28,MSFT,confusion,False,5.779998779296875
109,109,6334,108321,2020-04-29,MSFT,belief,True,-4.209991455078125
110,110,6335,102583,2020-04-29,MSFT,optimism,True,-4.209991455078125
111,111,6336,102567,2020-04-29,MSFT,confusion,False,-4.209991455078125
112,112,6337,109332,2020-04-30,MSFT,belief,True,0.7899932861328125
113,113,6338,102613,2020-04-30,MSFT,anxiety,True,0.7899932861328125
114,114,6339,102610,2020-04-30,MSFT,belief,True,0.7899932861328125
115,115,6340,102608,2020-04-30,MSFT,belief,True,0.7899932861328125
116,116,6341,102606,2020-04-30,MSFT,optimism,True,0.7899932861328125
117,117,6342,102604,2020-04-30,MSFT,confusion,True,0.7899932861328125
118,118,6343,102602,2020-04-30,MSFT,amusement,True,0.7899932861328125
119,119,6344,102646,2020-05-01,MSFT,belief,True,1.2299957275390625
120,120,6345,102746,2020-05-05,MSFT,optimism,True,-0.139999389648409
121,121,6346,102853,2020-05-08,MSFT,belief,True,0.3000030517577841
122,122,6347,102862,2020-05-09,MSFT,optimism,True,
123,123,6348,102887,2020-05-12,MSFT,optimism,True,4.290008544921903
124,124,6349,102917,2020-05-13,MSFT,anxiety,False,2.8000030517578125
125,125,6350,102967,2020-05-14,MSFT,anxiety,True,-2.9900054931640625
126,126,6351,108374,2020-05-20,MSFT,belief,True,-0.8500061035155966
127,127,6352,103085,2020-05-27,MSFT,anxiety,False,-1.6100006103515625
128,128,6353,103135,2020-06-02,MSFT,disgust,False,-0.6600036621093466
129,129,6354,109393,2020-06-03,MSFT,belief,True,-0.5399932861328125
130,130,6355,103225,2020-06-09,MSFT,belief,True,-1.8000030517578125
131,131,6356,103238,2020-06-10,MSFT,belief,True,-5.709991455078153
132,132,6357,103235,2020-06-10,MSFT,anxiety,True,-5.709991455078153
133,133,6358,103253,2020-06-10,MSFT,optimism,True,-5.709991455078153
134,134,6359,103358,2020-06-16,MSFT,depression,True,-0.6800079345703125
135,135,6360,103424,2020-06-19,MSFT,anxiety,True,3.44000244140625
136,136,6361,103438,2020-06-19,MSFT,belief,True,3.44000244140625
137,137,6362,103532,2020-06-26,MSFT,anxiety,True,3.3999938964843466
138,138,6363,103589,2020-07-01,MSFT,disgust,True,-1.55999755859375
139,139,6364,103623,2020-07-02,MSFT,belief,True,-0.5800018310546591
140,140,6365,109457,2020-07-06,MSFT,belief,True,-1.8699951171875
141,141,6366,103650,2020-07-07,MSFT,anxiety,True,2.1999969482421875
142,142,6367,103700,2020-07-09,MSFT,optimism,True,2.0099945068359375
143,143,6368,103757,2020-07-13,MSFT,ambiguous,False,7.409988403320284
144,144,6369,103816,2020-07-14,MSFT,confusion,True,-2.2200012207030966
145,145,6370,109476,2020-07-14,MSFT,optimism,True,-2.2200012207030966
146,146,6371,103851,2020-07-16,MSFT,anxiety,False,1.479995727539091
147,147,6372,103878,2020-07-17,MSFT,disgust,False,1.589996337890625
148,148,6373,103866,2020-07-17,MSFT,optimism,False,1.589996337890625
149,149,6374,109486,2020-07-17,MSFT,anxiety,False,1.589996337890625
150,150,6375,103906,2020-07-20,MSFT,belief,True,-6.600006103515597
151,151,6376,103903,2020-07-20,MSFT,optimism,True,-6.600006103515597
152,152,6377,103897,2020-07-20,MSFT,optimism,True,-6.600006103515597
153,153,6378,103921,2020-07-21,MSFT,optimism,True,4.910003662109347
154,154,6379,108491,2020-07-21,MSFT,anxiety,True,4.910003662109347
155,155,6380,108490,2020-07-21,MSFT,anxiety,True,4.910003662109347
156,156,6381,109494,2020-07-22,MSFT,optimism,True,-2.5500030517578125
157,157,6382,103977,2020-07-22,MSFT,disgust,True,-2.5500030517578125
158,158,6383,103939,2020-07-22,MSFT,anxiety,False,-2.5500030517578125
159,159,6384,103973,2020-07-22,MSFT,anxiety,True,-2.5500030517578125
160,160,6385,103930,2020-07-22,MSFT,confusion,False,-2.5500030517578125
161,161,6386,103937,2020-07-22,MSFT,anxiety,False,-2.5500030517578125
162,162,6387,103952,2020-07-22,MSFT,ambiguous,False,-2.5500030517578125
163,163,6388,103963,2020-07-22,MSFT,optimism,True,-2.5500030517578125
164,164,6389,103982,2020-07-23,MSFT,ambiguous,True,4.6500091552734375
165,165,6390,103984,2020-07-23,MSFT,belief,True,4.6500091552734375
166,166,6391,103993,2020-07-23,MSFT,disgust,True,4.6500091552734375
167,167,6392,104005,2020-07-23,MSFT,anxiety,True,4.6500091552734375
168,168,6393,104006,2020-07-23,MSFT,disgust,False,4.6500091552734375
169,169,6394,109501,2020-07-23,MSFT,disgust,True,4.6500091552734375
170,170,6395,109498,2020-07-23,MSFT,optimism,True,4.6500091552734375
171,171,6396,104048,2020-07-24,MSFT,anxiety,False,-0.8800048828125
172,172,6397,104047,2020-07-24,MSFT,depression,False,-0.8800048828125
173,173,6398,104040,2020-07-24,MSFT,disgust,False,-0.8800048828125
174,174,6399,108507,2020-07-25,MSFT,anxiety,False,
175,175,6400,104063,2020-07-28,MSFT,confusion,True,1.5899963378905966
176,176,6401,108511,2020-07-28,MSFT,amusement,True,1.5899963378905966
177,177,6402,109512,2020-07-29,MSFT,ambiguous,False,-1.55999755859375
178,178,6403,104112,2020-07-30,MSFT,confusion,True,-2.8999938964844034
179,179,6404,104119,2020-07-30,MSFT,anxiety,True,-2.8999938964844034
180,180,6405,109528,2020-07-31,MSFT,belief,True,-0.6100006103515057
181,181,6406,109527,2020-07-31,MSFT,belief,True,-0.6100006103515057
182,182,6407,104193,2020-07-31,MSFT,anxiety,True,-0.6100006103515057
183,183,6408,104205,2020-08-01,MSFT,confusion,True,
184,184,6409,104203,2020-08-01,MSFT,confusion,True,
185,185,6410,104201,2020-08-01,MSFT,ambiguous,True,
186,186,6411,104220,2020-08-03,MSFT,ambiguous,True,-5.019989013671847
187,187,6412,104219,2020-08-03,MSFT,anxiety,True,-5.019989013671847
188,188,6413,104221,2020-08-04,MSFT,optimism,True,0.8800048828125
189,189,6414,104226,2020-08-04,MSFT,surprise,True,0.8800048828125
190,190,6415,104232,2020-08-04,MSFT,panic,True,0.8800048828125
191,191,6416,104257,2020-08-05,MSFT,anxiety,False,1.9599914550781536
192,192,6417,104255,2020-08-05,MSFT,confusion,False,1.9599914550781536
193,193,6418,108525,2020-08-05,MSFT,belief,False,1.9599914550781536
194,194,6419,104296,2020-08-07,MSFT,anxiety,True,2.3700103759765625
195,195,6420,104299,2020-08-07,MSFT,optimism,True,2.3700103759765625
196,196,6421,104313,2020-08-07,MSFT,optimism,True,2.3700103759765625
197,197,6422,108537,2020-08-07,MSFT,confusion,True,2.3700103759765625
198,198,6423,104375,2020-08-12,MSFT,anxiety,False,-3.9000091552734375
199,199,6424,104431,2020-08-14,MSFT,amusement,False,-0.1399993896484943
200,200,6425,104491,2020-08-18,MSFT,belief,True,-0.960006713867216
201,201,6426,104530,2020-08-19,MSFT,confusion,True,1.7900085449219034
202,202,6427,104524,2020-08-19,MSFT,belief,True,1.7900085449219034
203,203,6428,104523,2020-08-19,MSFT,anxiety,True,1.7900085449219034
204,204,6429,104594,2020-08-21,MSFT,belief,True,0.8399963378905966
205,205,6430,109589,2020-08-21,MSFT,anger,False,0.8399963378905966
206,206,6431,104597,2020-08-21,MSFT,belief,True,0.8399963378905966
207,207,6432,104635,2020-08-21,MSFT,depression,True,0.8399963378905966
208,208,6433,109597,2020-08-24,MSFT,amusement,True,1.0999908447265625
209,209,6434,104704,2020-08-25,MSFT,belief,True,-3.3699951171875284
210,210,6435,104705,2020-08-25,MSFT,surprise,True,-3.3699951171875284
211,211,6436,104713,2020-08-25,MSFT,belief,True,-3.3699951171875284
212,212,6437,104725,2020-08-25,MSFT,ambiguous,True,-3.3699951171875284
213,213,6438,104736,2020-08-25,MSFT,belief,True,-3.3699951171875284
214,214,6439,104763,2020-08-26,MSFT,belief,True,-3.2699890136719034
215,215,6440,104808,2020-08-27,MSFT,anxiety,True,-3.69000244140625
216,216,6441,104799,2020-08-27,MSFT,anger,True,-3.69000244140625
217,217,6442,104777,2020-08-27,MSFT,optimism,True,-3.69000244140625
218,218,6443,104788,2020-08-27,MSFT,optimism,True,-3.69000244140625
219,219,6444,104824,2020-08-27,MSFT,belief,True,-3.69000244140625
220,220,6445,104822,2020-08-27,MSFT,anxiety,True,-3.69000244140625
221,221,6446,108611,2020-08-28,MSFT,optimism,True,-0.7300109863280966
222,222,6447,108604,2020-08-28,MSFT,surprise,True,-0.7300109863280966
223,223,6448,104853,2020-08-28,MSFT,optimism,True,-0.7300109863280966
224,224,6449,109622,2020-08-29,MSFT,anxiety,True,
225,225,6450,108636,2020-09-01,MSFT,belief,True,-1.7600097656250568
226,226,6451,105040,2020-09-02,MSFT,confusion,True,-3.6799926757812784
227,227,6452,105060,2020-09-02,MSFT,optimism,True,-3.6799926757812784
228,228,6453,105098,2020-09-02,MSFT,optimism,True,-3.6799926757812784
229,229,6454,105103,2020-09-02,MSFT,amusement,True,-3.6799926757812784
230,230,6455,108640,2020-09-02,MSFT,anxiety,True,-3.6799926757812784
231,231,6456,105110,2020-09-02,MSFT,confusion,True,-3.6799926757812784
232,232,6457,105211,2020-09-03,MSFT,optimism,False,11.970001220703152
233,233,6458,105221,2020-09-03,MSFT,anxiety,False,11.970001220703152
234,234,6459,105177,2020-09-03,MSFT,belief,True,11.970001220703152
235,235,6460,105199,2020-09-03,MSFT,depression,True,11.970001220703152
236,236,6461,105164,2020-09-03,MSFT,belief,True,11.970001220703152
237,237,6462,105339,2020-09-05,MSFT,anxiety,False,
238,238,6463,105478,2020-09-10,MSFT,optimism,True,8.029998779296903
239,239,6464,108696,2020-09-11,MSFT,excitement,False,3.1699981689453125
240,240,6465,108728,2020-09-18,MSFT,anxiety,False,2.410003662109375
241,241,6466,109743,2020-09-19,MSFT,optimism,False,
242,242,6467,105952,2020-09-22,MSFT,belief,True,-2.3600006103515625
243,243,6468,109800,2020-10-02,MSFT,confusion,True,1.80999755859375
244,244,6469,109802,2020-10-02,MSFT,confusion,True,1.80999755859375
245,245,6470,106448,2020-10-09,MSFT,optimism,True,-4.580001831054716
246,246,6471,106455,2020-10-10,MSFT,confusion,True,
247,247,6472,106553,2020-10-15,MSFT,belief,False,-2.55999755859375
248,248,6473,106679,2020-10-23,MSFT,confusion,True,-1.199996948242159
249,249,6474,106691,2020-10-24,MSFT,confusion,True,
250,250,6475,106706,2020-10-27,MSFT,optimism,False,-1.6600036621093466
251,251,6476,106710,2020-10-27,MSFT,depression,True,-1.6600036621093466
252,252,6477,106711,2020-10-27,MSFT,belief,True,-1.6600036621093466
253,253,6478,106712,2020-10-27,MSFT,excitement,True,-1.6600036621093466
254,254,6479,108841,2020-10-28,MSFT,amusement,True,4.9900054931640625
255,255,6480,106717,2020-10-28,MSFT,anxiety,True,4.9900054931640625
256,256,6481,109873,2020-11-10,MSFT,belief,False,3.490005493164091
257,257,6482,106912,2020-11-11,MSFT,belief,False,-4.160003662109375
258,258,6483,106957,2020-11-13,MSFT,belief,False,-0.1499938964843465
259,259,6484,106976,2020-11-13,MSFT,confusion,True,-0.1499938964843465
260,260,6485,107154,2020-11-23,MSFT,disgust,False,0.839996337890625
261,261,6486,107155,2020-11-23,MSFT,anger,False,0.839996337890625
262,262,6487,107208,2020-11-25,MSFT,optimism,True,1.2400054931640625
263,263,6488,107354,2020-12-04,MSFT,anxiety,False,-0.1399993896484375
264,264,6489,107363,2020-12-04,MSFT,panic,False,-0.1399993896484375
265,265,6490,107608,2020-12-11,MSFT,belief,True,-3.2099914550780966
266,266,6491,107657,2020-12-15,MSFT,anxiety,True,1.0399932861328125
267,267,6492,108985,2020-12-23,MSFT,belief,True,2.0899963378905966
268,268,6493,107870,2020-12-23,MSFT,anger,False,2.0899963378905966
269,269,6494,107930,2020-12-29,MSFT,excitement,True,2.1600036621093466
270,270,6495,107982,2020-12-31,MSFT,belief,False,-0.720001220703125
